problem,learner,property,fixed,relative,size,learnsymbols,eqsymbols,emsymbols,isymbols,learnqueries,eqqueries,emqueries,iqueries
5,DiscriminationTree,72,0,0,234,200760,19042190,1686,0,23853,2270667,4,0
5,DiscriminationTree,98,0,0,234,200760,19042190,2454,0,23853,2270667,8,0
5,DiscriminationTree,0,0,0,234,200760,19042190,4040,0,23853,2270667,11,0
5,DiscriminationTree,63,0,0,234,200760,19042190,4370,0,23853,2270667,14,0
5,DiscriminationTree,41,0,0,234,200760,19042190,6836,0,23853,2270667,18,0
5,DiscriminationTree,48,0,0,234,200760,19042190,7106,0,23853,2270667,21,0
5,DiscriminationTree,16,0,0,234,200760,19042190,7403,0,23853,2270667,24,0
5,DiscriminationTree,23,0,0,234,200760,19042190,7721,0,23853,2270667,27,0
5,DiscriminationTree,32,0,0,234,200760,19042190,7997,0,23853,2270667,30,0
5,DiscriminationTree,60,0,0,234,200760,19042190,8309,0,23853,2270667,33,0
5,DiscriminationTree,45,0,0,234,200760,19042190,8588,0,23853,2270667,36,0
5,DiscriminationTree,34,0,0,234,200760,19042190,9327,0,23853,2270667,39,0
5,DiscriminationTree,42,0,0,234,200760,19042190,9597,0,23853,2270667,42,0
5,DiscriminationTree,12,0,0,234,200760,19042190,9892,0,23853,2270667,45,0
5,DiscriminationTree,44,0,0,234,200760,19042190,11612,0,23853,2270667,49,0
5,DiscriminationTree,4,0,0,234,200760,19042190,14694,0,23853,2270667,54,0
5,DiscriminationTree,67,0,0,234,200760,19042190,14988,0,23853,2270667,57,0
5,DiscriminationTree,92,0,0,234,200760,19042190,16686,0,23853,2270667,61,0
5,DiscriminationTree,62,0,0,234,200760,19042190,16995,0,23853,2270667,64,0
5,DiscriminationTree,53,0,0,234,200760,19042190,17319,0,23853,2270667,67,0
5,DiscriminationTree,81,0,0,234,200760,19042190,17652,0,23853,2270667,70,0
5,DiscriminationTree,69,0,0,234,200760,19042190,17931,0,23853,2270667,73,0
5,DiscriminationTree,46,0,0,234,200760,19042190,19164,0,23853,2270667,78,0
5,DiscriminationTree,7,0,0,234,200760,19042190,20421,0,23853,2270667,83,0
5,DiscriminationTree,68,0,0,234,200760,19042190,20709,0,23853,2270667,86,0
5,DiscriminationTree,37,0,0,234,200760,19042190,22384,0,23853,2270667,90,0
5,DiscriminationTree,58,0,0,234,200760,19042190,22669,0,23853,2270667,93,0
5,DiscriminationTree,65,0,0,234,200760,19042190,28198,0,23853,2270667,100,0
5,DiscriminationTree,20,0,0,234,200760,19042190,28504,0,23853,2270667,103,0
5,DiscriminationTree,13,0,0,234,200760,19042190,31984,0,23853,2270667,108,0
5,DiscriminationTree,86,0,0,234,200760,19042190,32278,0,23853,2270667,111,0
5,DiscriminationTree,74,0,0,234,200760,19042190,32557,0,23853,2270667,114,0
5,DiscriminationTree,82,0,0,234,200760,19042190,32842,0,23853,2270667,117,0
5,DiscriminationTree,35,0,0,234,200760,19042190,33112,0,23853,2270667,120,0
5,DiscriminationTree,97,0,0,234,200760,19042190,33397,0,23853,2270667,123,0
5,DiscriminationTree,99,0,0,234,200760,19042190,33682,0,23853,2270667,126,0
5,DiscriminationTree,76,0,0,234,200760,19042190,37265,0,23853,2270667,132,0
5,DiscriminationTree,94,0,0,234,200760,19042190,40365,0,23853,2270667,137,0
5,DiscriminationTree,24,0,0,234,200760,19042190,40650,0,23853,2270667,140,0
5,DiscriminationTree,93,0,0,234,200760,19042190,40935,0,23853,2270667,143,0
5,DiscriminationTree,18,0,0,234,200760,19042190,41247,0,23853,2270667,146,0
5,DiscriminationTree,22,0,0,234,200760,19042190,41505,0,23853,2270667,149,0
5,DiscriminationTree,64,0,0,234,200760,19042190,41784,0,23853,2270667,152,0
5,DiscriminationTree,30,0,0,234,200760,19042190,42075,0,23853,2270667,155,0
5,DiscriminationTree,51,0,0,234,200760,19042190,42363,0,23853,2270667,158,0
5,DiscriminationTree,1,0,0,234,200760,19042190,42663,0,23853,2270667,161,0
5,DiscriminationTree,8,0,0,234,200760,19042190,44353,0,23853,2270667,165,0
5,DiscriminationTree,38,0,0,234,200760,19042190,46199,0,23853,2270667,168,0
5,DiscriminationTree,79,0,0,234,200760,19042190,47889,0,23853,2270667,172,0
