problem,learner,property,fixed,relative,size,learnsymbols,eqsymbols,emsymbols,isymbols,learnqueries,eqqueries,emqueries,iqueries
9,DHC,69,0,0,590,108664095,74439040,3707,0,13110102,8299129,4,0
9,DHC,60,0,0,590,108664095,74439040,9938,0,13110102,8299129,8,0
9,DHC,88,0,0,590,108664095,74439040,13189,0,13110102,8299129,11,0
9,DHC,73,0,0,590,108664095,74439040,16795,0,13110102,8299129,14,0
9,DHC,3,0,0,590,108664095,74439040,20261,0,13110102,8299129,17,0
9,DHC,70,0,0,590,108664095,74439040,26465,0,13110102,8299129,21,0
9,DHC,53,0,0,590,108664095,74439040,34369,0,13110102,8299129,24,0
9,DHC,72,0,0,590,108664095,74439040,37733,0,13110102,8299129,27,0
9,DHC,33,0,0,590,108664095,74439040,38344,0,13110102,8299129,30,0
9,DHC,54,0,0,590,108664095,74439040,41511,0,13110102,8299129,33,0
9,DHC,32,0,0,590,108664095,74439040,44777,0,13110102,8299129,36,0
9,DHC,19,0,0,590,108664095,74439040,47915,0,13110102,8299129,39,0
9,DHC,97,0,0,590,108664095,74439040,51165,0,13110102,8299129,42,0
9,DHC,12,0,0,590,108664095,74439040,58692,0,13110102,8299129,45,0
9,DHC,11,0,0,590,108664095,74439040,64564,0,13110102,8299129,49,0
9,DHC,96,0,0,590,108664095,74439040,68164,0,13110102,8299129,52,0
9,DHC,17,0,0,590,108664095,74439040,76811,0,13110102,8299129,57,0
9,DHC,9,0,0,590,108664095,74439040,81716,0,13110102,8299129,61,0
9,DHC,65,0,0,590,108664095,74439040,87419,0,13110102,8299129,64,0
9,DHC,10,0,0,590,108664095,74439040,88943,0,13110102,8299129,67,0
9,DHC,86,0,0,590,108664095,74439040,92092,0,13110102,8299129,70,0
9,DHC,85,0,0,590,108664095,74439040,95368,0,13110102,8299129,73,0
9,DHC,22,0,0,590,108664095,74439040,98619,0,13110102,8299129,76,0
9,DHC,84,0,0,590,108664095,74439040,101992,0,13110102,8299129,79,0
9,DHC,68,0,0,590,108664095,74439040,105243,0,13110102,8299129,82,0
9,DHC,61,0,0,590,108664095,74439040,108494,0,13110102,8299129,85,0
9,DHC,41,0,0,590,108664095,74439040,111748,0,13110102,8299129,88,0
9,DHC,23,0,0,590,108664095,74439040,118005,0,13110102,8299129,91,0
9,DHC,4,0,0,590,108664095,74439040,121256,0,13110102,8299129,94,0
9,DHC,67,0,0,590,108664095,74439040,125162,0,13110102,8299129,97,0
9,DHC,16,0,0,590,108664095,74439040,128413,0,13110102,8299129,100,0
9,DHC,31,0,0,590,108664095,74439040,131669,0,13110102,8299129,103,0
9,DHC,7,0,0,590,108664095,74439040,134805,0,13110102,8299129,106,0
9,DHC,46,0,0,590,108664095,74439040,140992,0,13110102,8299129,110,0
9,DHC,55,0,0,590,108664095,74439040,146023,0,13110102,8299129,114,0
9,DHC,92,0,0,590,108664095,74439040,151170,0,13110102,8299129,117,0
9,DHC,36,0,0,590,108664095,74439040,157249,0,13110102,8299129,121,0
