problem,learner,property,fixed,relative,size,learnsymbols,eqsymbols,emsymbols,isymbols,learnqueries,eqqueries,emqueries,iqueries
8,ADT,25,0,0,646,412098,172135897,689,0,28186,17593742,5,0
8,ADT,55,0,0,646,412098,172135897,18075,0,28186,17593742,11,0
8,ADT,52,0,0,646,412098,172135897,18746,0,28186,17593742,14,0
8,ADT,28,0,0,646,412098,172135897,23648,0,28186,17593742,17,0
8,ADT,17,0,0,646,412098,172135897,28873,0,28186,17593742,21,0
8,ADT,7,0,0,646,412098,172135897,51594,0,28186,17593742,29,0
8,ADT,77,0,0,646,412098,172135897,74375,0,28186,17593742,37,0
8,ADT,21,0,0,646,412098,172135897,79575,0,28186,17593742,41,0
8,ADT,62,0,0,646,412098,172135897,94101,0,28186,17593742,46,0
8,ADT,31,0,0,646,412098,172135897,117530,0,28186,17593742,54,0
8,ADT,87,0,0,646,412098,172135897,143769,0,28186,17593742,62,0
8,ADT,74,0,0,646,412098,172135897,172342,0,28186,17593742,72,0
8,ADT,26,0,0,646,412098,172135897,177671,0,28186,17593742,76,0
8,ADT,59,0,0,646,412098,172135897,191962,0,28186,17593742,82,0
8,ADT,42,0,0,646,412098,172135897,201681,0,28186,17593742,87,0
8,ADT,76,0,0,646,412098,172135897,211418,0,28186,17593742,92,0
8,ADT,81,0,0,646,412098,172135897,228306,0,28186,17593742,98,0
8,ADT,71,0,0,646,412098,172135897,247150,0,28186,17593742,105,0
8,ADT,43,0,0,646,412098,172135897,267253,0,28186,17593742,113,0
