problem,learner,property,fixed,relative,size,learnsymbols,eqsymbols,emsymbols,isymbols,learnqueries,eqqueries,emqueries,iqueries
6,MalerPnueli,99,0,0,175,41307001,0,697,191,506818,0,6,3
6,MalerPnueli,31,0,0,175,41307001,0,1328,191,506818,0,9,3
6,MalerPnueli,34,0,0,175,41307001,0,1934,191,506818,0,12,3
6,MalerPnueli,10,0,0,230,670220461,0,3498,1019,3520020,0,17,5
6,MalerPnueli,55,0,0,230,670220461,0,4090,1019,3520020,0,20,5
6,MalerPnueli,94,0,0,230,670220461,0,5104,1019,3520020,0,23,5
6,MalerPnueli,84,0,0,230,670220461,0,5608,1019,3520020,0,26,5
6,MalerPnueli,85,0,0,230,670220461,0,6195,1019,3520020,0,29,5
6,MalerPnueli,50,0,0,230,670220461,0,6500,1019,3520020,0,32,5
6,MalerPnueli,26,0,0,230,670220461,0,6781,1019,3520020,0,35,5
6,MalerPnueli,61,0,0,230,670220461,0,7296,1019,3520020,0,38,5
6,MalerPnueli,29,0,0,230,670220461,0,8012,1019,3520020,0,41,5
6,MalerPnueli,14,0,0,230,670220461,0,8704,1019,3520020,0,44,5
6,MalerPnueli,54,0,0,230,670220461,0,9314,1019,3520020,0,47,5
6,MalerPnueli,59,0,0,230,670220461,0,9960,1019,3520020,0,50,5
6,MalerPnueli,3,0,0,230,670220461,0,11848,2191,3520020,0,54,6
6,MalerPnueli,38,0,0,230,670220461,0,12458,2191,3520020,0,57,6
6,MalerPnueli,17,0,0,230,670220461,0,13174,2191,3520020,0,60,6
6,MalerPnueli,92,0,0,230,670220461,0,13890,2191,3520020,0,63,6
6,MalerPnueli,51,0,0,230,670220461,0,14441,2191,3520020,0,66,6
6,MalerPnueli,0,0,0,230,670220461,0,15157,2191,3520020,0,69,6
6,MalerPnueli,13,0,0,230,670220461,0,16873,3354,3520020,0,73,7
6,MalerPnueli,68,0,0,230,670220461,0,18056,3821,3520020,0,77,8
6,MalerPnueli,6,0,0,230,670220461,0,18577,3821,3520020,0,80,8
6,MalerPnueli,57,0,0,230,670220461,0,19293,3821,3520020,0,83,8
6,MalerPnueli,87,0,0,230,670220461,0,20011,3821,3520020,0,86,8
6,MalerPnueli,5,0,0,230,670220461,0,20658,3821,3520020,0,89,8
6,MalerPnueli,66,0,0,230,670220461,0,21162,3821,3520020,0,92,8
6,MalerPnueli,18,0,0,230,670220461,0,21878,3821,3520020,0,95,8
6,MalerPnueli,30,0,0,230,670220461,0,22460,3821,3520020,0,98,8
6,MalerPnueli,32,0,0,230,670220461,0,23090,3821,3520020,0,101,8
6,MalerPnueli,67,0,0,230,670220461,0,24966,4985,3520020,0,105,9
6,MalerPnueli,4,0,0,230,670220461,0,25529,4985,3520020,0,108,9
6,MalerPnueli,36,0,0,230,670220461,0,26091,4985,3520020,0,111,9
6,MalerPnueli,21,0,0,230,670220461,0,26367,4985,3520020,0,114,9
6,MalerPnueli,24,0,0,230,670220461,0,27083,4985,3520020,0,117,9
6,MalerPnueli,11,0,0,230,670220461,0,27602,4985,3520020,0,120,9
6,MalerPnueli,52,0,0,230,670220461,0,27913,4985,3520020,0,123,9
6,MalerPnueli,70,0,0,230,670220461,0,29416,5468,3520020,0,127,10
6,MalerPnueli,15,0,0,230,670220461,0,30132,5468,3520020,0,130,10
6,MalerPnueli,97,0,0,230,670220461,0,30732,5468,3520020,0,133,10
6,MalerPnueli,74,0,0,230,670220461,0,31945,5965,3520020,0,137,11
6,MalerPnueli,90,0,0,230,670220461,0,32959,5965,3520020,0,140,11
6,MalerPnueli,72,0,0,230,670220461,0,33973,5965,3520020,0,143,11
6,MalerPnueli,27,0,0,230,670220461,0,34222,5965,3520020,0,146,11
6,MalerPnueli,83,0,0,230,670220461,0,34869,5965,3520020,0,149,11
6,MalerPnueli,78,0,0,230,670220461,0,35672,5965,3520020,0,152,11
6,MalerPnueli,53,0,0,230,670220461,0,36665,5965,3520020,0,155,11
6,MalerPnueli,62,0,0,230,670220461,0,37381,5965,3520020,0,158,11
6,MalerPnueli,88,0,0,230,670220461,0,38097,5965,3520020,0,161,11
6,MalerPnueli,2,0,0,230,670220461,0,38813,5965,3520020,0,164,11
6,MalerPnueli,25,0,0,230,670220461,0,39531,5965,3520020,0,167,11
6,MalerPnueli,22,0,0,230,670220461,0,40101,5965,3520020,0,170,11
6,MalerPnueli,82,0,0,230,670220461,0,40616,5965,3520020,0,173,11
6,MalerPnueli,1,0,0,230,670220461,0,41340,5965,3520020,0,176,11
6,MalerPnueli,60,0,0,230,670220461,0,41986,5965,3520020,0,179,11
6,MalerPnueli,81,0,0,230,670220461,0,42704,5965,3520020,0,182,11
