problem,learner,property,fixed,relative,size,learnsymbols,eqsymbols,emsymbols,isymbols,learnqueries,eqqueries,emqueries,iqueries
4,DiscriminationTree,71,0,0,13,1842,0,67,17,405,0,6,3
4,DiscriminationTree,85,0,0,13,1842,0,99,17,405,0,9,3
4,DiscriminationTree,72,0,0,84,50451,0,332,141,3820,0,14,5
4,DiscriminationTree,49,0,0,84,50451,0,450,141,3820,0,17,5
4,DiscriminationTree,98,0,0,84,50451,0,648,141,3820,0,20,5
4,DiscriminationTree,52,0,0,143,157635,0,2205,923,7174,0,27,9
4,DiscriminationTree,2,0,0,167,272599,0,3578,1942,8710,0,33,12
4,DiscriminationTree,41,0,0,167,272599,0,3764,1942,8710,0,36,12
4,DiscriminationTree,48,0,0,167,272599,0,4118,1942,8710,0,39,12
4,DiscriminationTree,66,0,0,167,272599,0,4484,1942,8710,0,42,12
4,DiscriminationTree,16,0,0,167,272599,0,4836,1942,8710,0,45,12
4,DiscriminationTree,77,0,0,167,272599,0,5188,1942,8710,0,48,12
4,DiscriminationTree,32,0,0,167,272599,0,5707,1942,8710,0,51,12
4,DiscriminationTree,60,0,0,167,272599,0,6059,1942,8710,0,54,12
4,DiscriminationTree,45,0,0,167,272599,0,6420,1942,8710,0,57,12
4,DiscriminationTree,34,0,0,167,272599,0,6603,1942,8710,0,60,12
4,DiscriminationTree,42,0,0,167,272599,0,6786,1942,8710,0,63,12
4,DiscriminationTree,12,0,0,167,272599,0,7320,1942,8710,0,66,12
4,DiscriminationTree,25,0,0,167,272599,0,7681,1942,8710,0,69,12
4,DiscriminationTree,44,0,0,168,302147,0,9312,2805,8795,0,73,13
4,DiscriminationTree,5,0,0,168,302147,0,9666,2805,8795,0,76,13
4,DiscriminationTree,21,0,0,168,302147,0,10020,2805,8795,0,79,13
4,DiscriminationTree,4,0,0,168,302147,0,10581,2805,8795,0,82,13
4,DiscriminationTree,28,0,0,168,302147,0,11465,2805,8795,0,85,13
4,DiscriminationTree,29,0,0,168,302147,0,11828,2805,8795,0,88,13
4,DiscriminationTree,92,0,0,168,302147,0,12191,2805,8795,0,91,13
4,DiscriminationTree,81,0,0,168,302147,0,12545,2805,8795,0,94,13
4,DiscriminationTree,95,0,0,168,302147,0,12732,2805,8795,0,97,13
4,DiscriminationTree,17,0,0,168,302147,0,13626,2805,8795,0,100,13
4,DiscriminationTree,7,0,0,168,302147,0,13980,2805,8795,0,103,13
4,DiscriminationTree,78,0,0,168,302147,0,14336,2805,8795,0,106,13
4,DiscriminationTree,68,0,0,168,302147,0,14690,2805,8795,0,109,13
4,DiscriminationTree,19,0,0,168,302147,0,15575,2805,8795,0,112,13
4,DiscriminationTree,43,0,0,168,302147,0,15929,2805,8795,0,115,13
4,DiscriminationTree,10,0,0,168,302147,0,16466,2805,8795,0,118,13
4,DiscriminationTree,91,0,0,168,302147,0,16656,2805,8795,0,121,13
4,DiscriminationTree,84,0,0,168,302147,0,17010,2805,8795,0,124,13
4,DiscriminationTree,37,0,0,168,302147,0,17194,2805,8795,0,127,13
4,DiscriminationTree,58,0,0,168,302147,0,17384,2805,8795,0,130,13
4,DiscriminationTree,14,0,0,168,302147,0,18269,2805,8795,0,133,13
4,DiscriminationTree,57,0,0,168,302147,0,19148,2805,8795,0,136,13
4,DiscriminationTree,83,0,0,168,302147,0,19508,2805,8795,0,139,13
4,DiscriminationTree,56,0,0,168,302147,0,19862,2805,8795,0,142,13
4,DiscriminationTree,65,0,0,168,302147,0,20399,2805,8795,0,145,13
4,DiscriminationTree,96,0,0,168,302147,0,20762,2805,8795,0,148,13
4,DiscriminationTree,33,0,0,168,302147,0,21293,2805,8795,0,151,13
4,DiscriminationTree,9,0,0,168,302147,0,21655,2805,8795,0,154,13
4,DiscriminationTree,36,0,0,168,302147,0,22011,2805,8795,0,157,13
4,DiscriminationTree,86,0,0,168,302147,0,22923,2805,8795,0,160,13
4,DiscriminationTree,35,0,0,168,302147,0,23107,2805,8795,0,163,13
4,DiscriminationTree,97,0,0,168,302147,0,23463,2805,8795,0,166,13
4,DiscriminationTree,50,0,0,168,302147,0,23819,2805,8795,0,169,13
4,DiscriminationTree,99,0,0,168,302147,0,24012,2805,8795,0,172,13
4,DiscriminationTree,61,0,0,168,302147,0,24969,2805,8795,0,175,13
4,DiscriminationTree,89,0,0,168,302147,0,25323,2805,8795,0,178,13
4,DiscriminationTree,39,0,0,168,302147,0,25510,2805,8795,0,181,13
4,DiscriminationTree,76,0,0,168,302147,0,26035,2805,8795,0,184,13
4,DiscriminationTree,3,0,0,168,302147,0,26569,2805,8795,0,187,13
4,DiscriminationTree,47,0,0,168,302147,0,26759,2805,8795,0,190,13
4,DiscriminationTree,94,0,0,168,302147,0,27127,2805,8795,0,193,13
4,DiscriminationTree,24,0,0,168,302147,0,27481,2805,8795,0,196,13
4,DiscriminationTree,93,0,0,168,302147,0,27844,2805,8795,0,199,13
4,DiscriminationTree,27,0,0,168,302147,0,28198,2805,8795,0,202,13
4,DiscriminationTree,22,0,0,168,302147,0,29095,2805,8795,0,205,13
4,DiscriminationTree,64,0,0,168,302147,0,29451,2805,8795,0,208,13
4,DiscriminationTree,1,0,0,168,302147,0,30336,2805,8795,0,211,13
4,DiscriminationTree,87,0,0,168,302147,0,30690,2805,8795,0,214,13
4,DiscriminationTree,38,0,0,168,302147,0,31053,2805,8795,0,217,13
4,DiscriminationTree,80,0,0,168,302147,0,31407,2805,8795,0,220,13
